3 4973
17824.000000		13172.000000		850.000000		268435456
855.000000		16734.000000		26171.000000		268435456
20284.000000		28702.000000		4535.000000		268435456
6237.000000		6542.000000		4161.000000		268435456
20544.000000		11052.000000		29728.000000		268435456
19660.000000		9762.000000		13885.000000		268435456
7942.000000		4366.000000		3776.000000		268435456
20344.000000		89.000000		29516.000000		268435456
11674.000000		6507.000000		18747.000000		268435456
21943.000000		15217.000000		3043.000000		268435456
27669.000000		5018.000000		20141.000000		268435456
10942.000000		18467.000000		3800.000000		268435456
763.000000		7931.000000		11827.000000		268435456
12694.000000		17466.000000		26131.000000		268435456
8873.000000		14389.000000		16536.000000		268435456
2956.000000		199.000000		22403.000000		268435456
17912.000000		8395.000000		25387.000000		268435456
4914.000000		3736.000000		26410.000000		268435456
30105.000000		22665.000000		16624.000000		268435456
24650.000000		5115.000000		12633.000000		268435456
9949.000000		14507.000000		23206.000000		268435456
9011.000000		24574.000000		16505.000000		268435456
3039.000000		3800.000000		4958.000000		268435456
26281.000000		28318.000000		9201.000000		268435456
25684.000000		27205.000000		2706.000000		268435456
15616.000000		11944.000000		13828.000000		268435456
25956.000000		14231.000000		19959.000000		268435456
6686.000000		9536.000000		7368.000000		268435456
29785.000000		22622.000000		15506.000000		268435456
11740.000000		21568.000000		13945.000000		268435456
781.000000		10567.000000		8612.000000		268435456
2718.000000		24562.000000		23516.000000		268435456
11869.000000		30286.000000		27023.000000		268435456
21054.000000		9680.000000		17262.000000		268435456
7686.000000		16023.000000		11213.000000		268435456
6043.000000		6479.000000		26252.000000		268435456
25272.000000		29117.000000		27776.000000		268435456
11632.000000		7399.000000		9695.000000		268435456
31308.000000		3767.000000		15692.000000		268435456
19262.000000		31946.000000		7342.000000		268435456
2900.000000		20639.000000		6264.000000		268435456
22378.000000		32270.000000		10982.000000		268435456
8320.000000		28670.000000		17040.000000		268435456
20965.000000		28730.000000		19442.000000		268435456
407.000000		32626.000000		32241.000000		268435456
23792.000000		10349.000000		25788.000000		268435456
2794.000000		8383.000000		14608.000000		268435456
18911.000000		5282.000000		23926.000000		268435456
26000.000000		19381.000000		27480.000000		268435456
28137.000000		31417.000000		11247.000000		268435456
4555.000000		12904.000000		24050.000000		268435456
26469.000000		19013.000000		31145.000000		268435456
8805.000000		1707.000000		29912.000000		268435456
30210.000000		31072.000000		23781.000000		268435456
8936.000000		4827.000000		507.000000		268435456
10460.000000		1002.000000		15972.000000		268435456
15356.000000		19537.000000		3946.000000		268435456
31619.000000		8695.000000		3473.000000		268435456
4179.000000		20497.000000		11962.000000		268435456
5961.000000		30059.000000		25413.000000		268435456
20968.000000		10908.000000		2845.000000		268435456
24688.000000		6115.000000		14195.000000		268435456
635.000000		29163.000000		2287.000000		268435456
20244.000000		27011.000000		26702.000000		268435456
917.000000		9463.000000		30881.000000		268435456
25059.000000		5702.000000		4564.000000		268435456
22902.000000		1627.000000		7233.000000		268435456
19713.000000		19160.000000		10943.000000		268435456
8631.000000		20475.000000		17946.000000		268435456
29097.000000		21292.000000		6211.000000		268435456
2445.000000		15283.000000		31776.000000		268435456
15211.000000		11334.000000		31792.000000		268435456
22767.000000		368.000000		7970.000000		268435456
17946.000000		16374.000000		31050.000000		268435456
16136.000000		9548.000000		26103.000000		268435456
15298.000000		23662.000000		6129.000000		268435456
16830.000000		20612.000000		23583.000000		268435456
15421.000000		21253.000000		26997.000000		268435456
21819.000000		1627.000000		20630.000000		268435456
26694.000000		20607.000000		4774.000000		268435456
431.000000		25162.000000		3270.000000		268435456
26651.000000		18090.000000		5764.000000		268435456
27856.000000		16142.000000		5341.000000		268435456
2565.000000		29251.000000		8221.000000		268435456
27072.000000		15989.000000		27119.000000		268435456
28515.000000		31053.000000		14063.000000		268435456
11606.000000		14318.000000		7085.000000		268435456
16146.000000		7532.000000		19314.000000		268435456
15888.000000		10324.000000		15003.000000		268435456
2622.000000		23261.000000		29082.000000		268435456
32266.000000		26480.000000		15627.000000		268435456
3334.000000		22559.000000		32101.000000		268435456
4814.000000		14352.000000		30787.000000		268435456
18036.000000		4983.000000		6617.000000		268435456
16869.000000		19932.000000		15509.000000		268435456
7099.000000		4801.000000		27898.000000		268435456
27233.000000		12325.000000		15970.000000		268435456
26816.000000		20313.000000		31654.000000		268435456
25317.000000		866.000000		3882.000000		268435456
5191.000000		31489.000000		22098.000000		268435456
211.000000		19230.000000		20804.000000		268435456
2159.000000		23560.000000		13344.000000		268435456
14495.000000		13434.000000		21972.000000		268435456
24631.000000		11813.000000		5065.000000		268435456
28803.000000		32149.000000		18448.000000		268435456
16703.000000		703.000000		21063.000000		268435456
5637.000000		10363.000000		14841.000000		268435456
17677.000000		22169.000000		30032.000000		268435456
7179.000000		26729.000000		9747.000000		268435456
6005.000000		19483.000000		15350.000000		268435456
2675.000000		11902.000000		5826.000000		268435456
6139.000000		180.000000		29195.000000		268435456
2413.000000		30528.000000		28495.000000		268435456
27200.000000		6404.000000		4896.000000		268435456
8704.000000		3189.000000		7114.000000		268435456
1504.000000		13004.000000		4142.000000		268435456
6789.000000		26431.000000		1091.000000		268435456
4173.000000		15582.000000		5966.000000		268435456
12547.000000		19590.000000		21770.000000		268435456
11138.000000		5245.000000		7956.000000		268435456
20138.000000		12808.000000		20732.000000		268435456
31402.000000		1264.000000		16216.000000		268435456
30435.000000		1197.000000		17412.000000		268435456
31245.000000		12597.000000		8096.000000		268435456
31142.000000		6388.000000		7003.000000		268435456
